title,year,runtime,genres
Cracow Monsters,2022,52,scifi drama fantasy horror thriller
Daybreak,2019,44,scifi drama fantasy horror thriller comedy action
Diablero,2018,38,scifi drama fantasy horror thriller family
Outlander,2014,60,scifi drama fantasy romance
Familiar Wife,2018,61,scifi drama fantasy romance
Eternal Love,2017,45,scifi drama fantasy romance family
The Cursed,2020,62,scifi drama fantasy thriller
Record of Ragnarok,2021,24,scifi drama fantasy thriller animation action
V Wars,2019,42,scifi drama horror
Glitch,2015,52,scifi drama horror thriller
Archive 81,2022,54,scifi drama horror thriller
Away,2020,50,scifi drama romance
My Holo Love,2020,57,scifi drama romance
Orbiter 9,2017,95,scifi drama romance european
Between,2015,25,scifi drama thriller
Manifest,2018,42,scifi drama thriller
Into the Night,2020,36,scifi drama thriller
Omniscient,2020,47,scifi drama thriller
Open Your Eyes,2021,47,scifi drama thriller
Dark Matter,2015,43,scifi drama thriller action
Chappie,2015,120,scifi drama thriller action crime
Travelers,2016,45,scifi drama thriller crime
The Vampire Diaries,2009,42,scifi drama thriller fantasy horror romance
Mobile Suit Gundam II: Soldiers of Sorrow,1981,133,scifi drama war animation action
F.R.E.D.I.,2018,89,scifi family
Captain Nova,2021,86,scifi family
Pororo the Little Penguin,2016,8,scifi family animation
Kanavu Variyam,2017,118,scifi family drama
The Bureau of Magical Things,2018,23,scifi family fantasy
Avatar: The Last Airbender,2005,24,scifi family fantasy animation action
The Fairly OddParents,2001,24,scifi family fantasy animation comedy
Hilda,2018,25,scifi family fantasy animation comedy drama
Scaredy Cats,2021,26,scifi family fantasy comedy
Creeped Out,2017,25,scifi family fantasy horror thriller drama
A-X-L,2018,98,scifi family thriller action drama
Space Sweepers,2021,136,scifi fantasy action drama
Tribes of Europa,2021,47,scifi fantasy action drama
Zokkomon,2011,109,scifi fantasy action family
Eden,2021,25,scifi fantasy animation action drama family
Black Butler,2008,25,scifi fantasy animation comedy drama thriller crime horror action
Jungle Beat: The Movie,2020,84,scifi fantasy animation comedy family
Tidelands,2018,42,scifi fantasy crime drama
The Worst Witch,2017,27,scifi fantasy family european
My Babysitters a Vampire,2011,22,scifi fantasy horror action comedy
Van Helsing,2016,42,scifi fantasy horror action drama
Goosebumps,1995,22,scifi fantasy horror thriller family music
The Devil Punisher,2020,70,scifi fantasy romance
The Barrier,2020,52,scifi fantasy thriller action drama war
Frequency,2016,18,scifi fantasy thriller drama
Oats Studios,2017,6,scifi horror
Dorohedoro,2020,24,scifi horror animation action comedy fantasy
The Order,2019,48,scifi horror drama fantasy crime thriller
Blue Exorcist,2011,24,scifi horror family animation action drama fantasy
Doom: Annihilation,2019,97,scifi horror thriller action
Hellbound,2021,52,scifi horror thriller crime drama fantasy
Carole & Tuesday,2019,23,scifi music animation drama
Julie and the Phantoms,2020,2,scifi music comedy drama family fantasy documentation
Inception,2010,148,scifi music thriller action
Osmosis,2019,42,scifi romance
The Irregular at Magic High School,2014,24,scifi romance animation action drama fantasy
Vampire Knight,2008,25,scifi romance animation action drama fantasy horror
Love Alarm,2019,49,scifi romance comedy drama
IO,2019,96,scifi romance drama
If I Hadnt Met You,2018,52,scifi romance drama fantasy
First Team: Juventus,2018,36,scifi sport documentation reality
Starship Troopers,1997,129,scifi thriller action
The One,2001,87,scifi thriller action
ARQ,2016,88,scifi thriller action
The Colony,2021,104,scifi thriller action
Code 8,2019,99,scifi thriller action crime drama
Battleship,2012,131,scifi thriller action documentation
Johnny Mnemonic,1995,97,scifi thriller action drama
Self/less,2015,116,scifi thriller action drama
Blade Runner 2049,2017,164,scifi thriller action drama
Altered Carbon,2018,52,scifi thriller action drama
Awake,2021,96,scifi thriller action drama
Outside the Wire,2021,116,scifi thriller action fantasy
Blame!,2017,106,scifi thriller animation action drama
Bubble,2022,101,scifi thriller animation action drama fantasy romance sport
Puella Magi Madoka Magica,2011,24,scifi thriller animation drama fantasy
Dead Set,2008,141,scifi thriller comedy drama horror european
The 4400,2004,44,scifi thriller drama
Sense8,2015,62,scifi thriller drama
Kiss Me First,2018,47,scifi thriller drama
Freaks,2019,105,scifi thriller drama
Another Life,2019,42,scifi thriller drama
To the Lake,2019,43,scifi thriller drama
The Society,2019,56,scifi thriller drama
Biohackers,2020,42,scifi thriller drama
Last One Standing,2019,36,scifi thriller drama
The App,2019,79,scifi thriller drama
Katla,2021,46,scifi thriller drama
Chosen,2022,44,scifi thriller drama
Deep,2021,101,scifi thriller drama
The Soul,2021,130,scifi thriller drama
Black Mirror,2011,59,scifi thriller drama european
Ares,2016,80,scifi thriller drama european
Bulgasal: Immortal Souls,2021,71,scifi thriller drama fantasy
Supernatural,2005,45,scifi thriller drama fantasy horror
Locke & Key,2020,48,scifi thriller drama fantasy horror
Nightflyers,2018,44,scifi thriller drama horror
The Privilege,2022,107,scifi thriller drama horror
Chilling Adventures of Sabrina,2018,57,scifi thriller drama horror fantasy
Twice Upon a Time,2019,48,scifi thriller drama romance comedy
The Worthy,2016,95,scifi thriller family fantasy action european
Black Mirror: Bandersnatch,2018,90,scifi thriller fantasy drama
Beyond Skyline,2017,105,scifi thriller horror action
I Am Mother,2019,113,scifi thriller horror drama
Circle,2015,87,scifi thriller horror drama european
Shanghai Fortress,2019,107,scifi war action
Mobile Suit Gundam: Iron-Blooded Orphans,2015,24,scifi war action drama animation
JAPAN SINKS: People of Hope,2021,54,scifi war drama
Schumacher,2021,112,sport documentation
Les de lhoquei,2019,50,sport drama
Penalty,2019,128,sport drama
MaveriX,2022,23,sport family
Identity,2003,90,thriller
Accident,2009,89,thriller
Sniper: Reloaded,2011,91,thriller
1-Oct,2014,149,thriller
Anaamika,2014,124,thriller
The Royal Bengal Tiger,2014,107,thriller
Rebirth,2016,101,thriller
#FollowFriday,2016,90,thriller
Lang Tong,2015,83,thriller
In Darkness,2018,110,thriller
The Forgiven,2018,115,thriller
My Birthday Song,2018,95,thriller
Deranged,2017,99,thriller
Puriyaatha Puthir,2017,140,thriller
Son Of Adam,2018,109,thriller
Lilli,2018,91,thriller
Meghnadbodh Rohoshyo,2017,122,thriller
Fractured,2019,99,thriller
Lies and Deceit,2020,49,thriller
The Wedding Guest,2019,94,thriller
Watchman,2019,140,thriller
Guilty,2020,119,thriller
Rogue City,2020,116,thriller
The Son,2019,92,thriller
Fatal Affair,2020,89,thriller
Earth and Blood,2020,80,thriller
Deadly Switch,2019,86,thriller
Furtive,2020,84,thriller
Hospital,2020,89,thriller
Thambi,2019,150,thriller
Voiceless,2020,120,thriller
Sanitation Day,2020,104,thriller
Amsterdam to Anatolia,2019,6,thriller
The Book of Sun,2020,130,thriller
Night Drive,2022,118,thriller
Deadly Illusions,2021,114,thriller
Security,2021,118,thriller
Irul,2021,91,thriller
Lethal Love,2021,87,thriller
Hostage House,2021,90,thriller
The Bourne Ultimatum,2007,115,thriller action
Quantum of Solace,2008,106,thriller action
The Beast Stalker,2008,109,thriller action
Grandmaster,2012,130,thriller action
Vettai,2012,150,thriller action
Muran,2011,134,thriller action
The Berlin File,2013,120,thriller action
Extraction,2015,92,thriller action
The Night Comes for Us,2018,121,thriller action
Mersal,2017,169,thriller action
Triple Threat,2019,96,thriller action
The Decline,2020,83,thriller action
Legacy of Lies,2020,101,thriller action
Hard Kill,2020,98,thriller action
Seized,2020,85,thriller action
Uriyadi 2,2019,119,thriller action
Kaaval,2021,148,thriller action
Cliffhanger,1993,112,thriller action animation
Bbuddah Hoga Terra Baap,2011,118,thriller action comedy crime
Super Deluxe,2019,176,thriller action comedy crime drama
Mishan Impossible,2022,129,thriller action comedy drama
Connected,2008,110,thriller action crime
Department,2012,141,thriller action crime
Cold Harbour,2014,93,thriller action crime
Blackhat,2015,133,thriller action crime
Marauders,2016,107,thriller action crime
Manhunt,2017,106,thriller action crime
Spyder,2017,145,thriller action crime
El Diesel,2018,105,thriller action crime
Sei,2018,128,thriller action crime
Inside Man: Most Wanted,2019,106,thriller action crime
The Brave,2019,103,thriller action crime
Restless,2022,95,thriller action crime
Wild Dog,2021,122,thriller action crime
The Net,1995,114,thriller action crime drama
Aamir,2008,99,thriller action crime drama
Kisaan,2009,100,thriller action crime drama
Savages,2012,131,thriller action crime drama
Term Life,2016,93,thriller action crime drama
Very Big Shot,2015,107,thriller action crime drama
Den of Thieves,2018,140,thriller action crime drama
Beirut,2018,109,thriller action crime drama
Vanjagar Ulagam,2018,161,thriller action crime drama
Triple Frontier,2019,125,thriller action crime drama
The Paramedic,2020,94,thriller action crime drama
Night in Paradise,2020,131,thriller action crime drama
Stolen Away,2020,48,thriller action crime drama
My Name,2021,50,thriller action crime drama
Beckett,2021,109,thriller action crime drama
Toro,2016,105,thriller action crime drama european
The Foreigner,2017,113,thriller action crime drama european
Saaho,2019,171,thriller action crime drama romance
Kurbaan,2009,161,thriller action crime drama romance sport
Blood and Bone,2009,93,thriller action crime drama sport
Bartkowiak,2021,91,thriller action crime sport
Desperado,1995,104,thriller action crime western european
Shooter,2007,124,thriller action drama
Unriddle,2010,44,thriller action drama
Oldboy,2013,104,thriller action drama
Olympus Has Fallen,2013,119,thriller action drama
Madras Cafe,2013,130,thriller action drama
Headshot,2016,118,thriller action drama
The Angel,2018,114,thriller action drama
Steel Rain,2017,139,thriller action drama
Naam Shabana,2017,147,thriller action drama
Aiyaary,2018,157,thriller action drama
Close,2019,95,thriller action drama
The Operative,2019,116,thriller action drama
BuyBust,2018,127,thriller action drama crime
Acts of Vengeance,2017,87,thriller action drama crime european
The Book of Eli,2010,118,thriller action drama european
Phantom,2015,136,thriller action drama horror crime european
Soldier,1998,156,thriller action drama romance
Neevevaro,2018,130,thriller action drama romance
How It Ends,2018,113,thriller action drama scifi
Hyena Road,2015,120,thriller action drama war
Casino Royale,2006,139,thriller action european
Eagle Eye,2008,118,thriller action european
Redemption,2013,100,thriller action european
Animal World,2018,125,thriller action fantasy scifi comedy drama
The Car: Road to Revenge,2019,89,thriller action horror
Baaghi,2016,133,thriller action romance
Pandigai,2017,150,thriller action romance
War of the Worlds,2005,117,thriller action scifi
Alien Warfare,2019,88,thriller action scifi
MindGamers,2015,97,thriller action scifi european
Rambo,2008,92,thriller action war european
Baki Hanma,2021,24,thriller animation action drama sport
Black Is Beltza,2018,88,thriller animation drama
Children of the Sea,2019,112,thriller animation fantasy scifi drama family
Without a Paddle,2004,95,thriller comedy
The Body,2019,104,thriller comedy
Unknown Origins,2020,96,thriller comedy action crime drama
Beast,2022,162,thriller comedy crime action
Doctor,2021,150,thriller comedy crime action
Spenser Confidential,2020,111,thriller comedy crime action drama
Bad Genius,2017,130,thriller comedy crime drama
7 Khoon Maaf,2011,148,thriller comedy drama
Post Mortem: No One Dies in Skarnes,2021,45,thriller comedy drama
Sorry to Disturb,2008,116,thriller comedy drama romance
Perazhagan,2004,148,thriller comedy drama romance
Deewana Main Deewana,2013,107,thriller comedy drama romance
Tattoo of Revenge,2018,150,thriller comedy romance
Cleaner,2007,88,thriller crime
Raja Natwarlal,2014,141,thriller crime
Cop Car,2015,86,thriller crime
Small Town Crime,2018,91,thriller crime
Ittefaq,2017,107,thriller crime
Smaller and Smaller Circles,2017,111,thriller crime
Gurgaon,2017,107,thriller crime
Intuition,2020,116,thriller crime
Forensic,2020,134,thriller crime
Dead Kids,2019,94,thriller crime
40 Sticks,2020,93,thriller crime
The Girl and the Gun,2019,80,thriller crime
Dirty Harry,1971,102,thriller crime action
U.S. Marshals,1998,126,thriller crime action
Players,2012,165,thriller crime action
Race 2,2013,150,thriller crime action
Anjaan,2014,170,thriller crime action
Wheelman,2017,82,thriller crime action
S.W.A.T.: Under Siege,2017,89,thriller crime action
Edge of Fear,2018,91,thriller crime action
Lost Bullet,2020,92,thriller crime action
The Vanished,2020,115,thriller crime action
Wazir,2016,103,thriller crime action drama
Don,2006,178,thriller crime action european
Burn Out,2018,107,thriller crime action european
Ghanchakkar,2013,137,thriller crime comedy
Christmas Crossfire,2020,105,thriller crime comedy
Criminal Minds,2005,44,thriller crime drama
Michael Clayton,2007,120,thriller crime drama
Linewatch,2008,90,thriller crime drama
Manorama Six Feet Under,2007,137,thriller crime drama
26 Years,2012,135,thriller crime drama
Special 26,2013,144,thriller crime drama
Drishyam,2015,163,thriller crime drama
Raman Raghav 2.0,2016,134,thriller crime drama
Talvar,2015,132,thriller crime drama
Shot Caller,2017,120,thriller crime drama
The Book of Henry,2017,105,thriller crime drama
Shimmer Lake,2017,83,thriller crime drama
Nigerian Prince,2018,104,thriller crime drama
The Chase,2017,110,thriller crime drama
Echcharikkai,2018,134,thriller crime drama
Giri/Haji,2019,58,thriller crime drama
The Highwaymen,2019,132,thriller crime drama
White Lines,2020,55,thriller crime drama
Lost Girls,2020,95,thriller crime drama
Capitani,2019,28,thriller crime drama
The Mess You Leave Behind,2020,45,thriller crime drama
Mrs. Serial Killer,2020,106,thriller crime drama
Badla,2019,120,thriller crime drama
Puerta 7,2020,41,thriller crime drama
Raat Akeli Hai,2020,149,thriller crime drama
Saavat,2019,117,thriller crime drama
Windfall,2022,92,thriller crime drama
The Weekend Away,2022,91,thriller crime drama
Clickbait,2021,46,thriller crime drama
The Woman in the Window,2021,102,thriller crime drama
Grudge,2021,104,thriller crime drama
Thimmarusu: Assignment Vali,2021,127,thriller crime drama
London Has Fallen,2016,99,thriller crime drama action
Extraction,2020,116,thriller crime drama action
Drive,2019,147,thriller crime drama action
Dhamaka,2021,104,thriller crime drama action
Getaway Plan,2017,105,thriller crime drama action european
Under Suspicion,2000,110,thriller crime drama european
Legend,2015,132,thriller crime drama european
The Invisible Guest,2017,107,thriller crime drama european
Bullet Head,2017,93,thriller crime drama european
The Lost Brother,2017,112,thriller crime drama european
